formulaRank,molecularFormula,adduct,precursorFormula,ZodiacScore,SiriusScoreNormalized,SiriusScore,TreeScore,IsotopeScore,numExplainedPeaks,explainedIntensity,medianMassErrorFragmentPeaks(ppm),medianAbsoluteMassErrorFragmentPeaks(ppm),massErrorPrecursor(ppm),lipidClass,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
3,C5H9Cl2FN2O4,[M + H]+,C5H10Cl2FN2O4+,,0.000,16.569,16.569,0.000,5,0.750,3.052,4.908,5.843,,251.001,674,11.226,745829653515772520,745741719402485579,5412,
4,C5H12Cl2N2O3S,[M + H]+,C5H13Cl2N2O3S+,,0.000,15.969,15.969,0.000,6,0.776,1.956,3.980,-3.035,,251.001,674,11.226,745829653515772521,745741719402485579,5412,
5,C4H13O6P3,[M + H]+,C4H14O6P3+,,0.000,15.739,14.221,1.518,2,0.717,3.839,3.839,5.215,,251.001,674,11.226,745829653515772522,745741719402485579,5412,
6,C7H11BrN2O3,[M + H]+,C7H12BrN2O3+,,0.000,15.731,15.731,0.000,6,0.085,8.308,8.308,-5.966,,251.001,674,11.226,745829653515772523,745741719402485579,5412,
7,C8H14Si5,[M + H]+,C8H15Si5+,,0.000,15.278,15.278,0.000,5,0.054,7.576,7.576,-1.499,,251.001,674,11.226,745829653515772524,745741719402485579,5412,
8,C5H13ClO5P2,[M + H]+,C5H14ClO5P2+,,0.000,15.263,15.263,0.000,5,0.750,4.060,4.908,4.512,,251.001,674,11.226,745829653515772525,745741719402485579,5412,
9,C9H11FOS3,[M + H]+,C9H12FOS3+,,0.000,14.342,14.342,0.000,5,0.065,9.040,9.040,-7.168,,251.001,674,11.226,745829653515772526,745741719402485579,5412,
10,C3H12N2O5P2S,[M + H]+,C3H13N2O5P2S+,,0.000,12.687,12.687,0.000,3,0.743,2.610,2.854,-1.629,,251.001,674,11.226,745829653515772527,745741719402485579,5412,
1,C13H11Cl3N2O3,[M + H]+,C13H12Cl3N2O3+,,0.994,18.847,18.847,0.000,8,0.760,-3.604,3.997,-2.500,,348.990,674,11.227,745829658997728583,745741839808394371,11381,
2,C13H10Cl2O7,[M + H]+,C13H11Cl2O7+,,0.002,12.583,12.583,0.000,4,0.401,7.998,7.998,6.575,,348.990,674,11.227,745829658997728584,745741839808394371,11381,
3,C7H14BrClN4O5,[M + H]+,C7H15BrClN4O5+,,0.001,12.297,12.297,0.000,6,0.679,-2.739,3.912,-2.741,,348.990,674,11.227,745829658997728585,745741839808394371,11381,
4,C12H10ClFN2O3S2,[M + H]+,C12H11ClFN2O3S2+,,0.001,11.897,11.897,0.000,8,0.795,5.443,5.658,6.054,,348.990,674,11.227,745829658997728586,745741839808394371,11381,
5,C6H12ClF3N2O5S2,[M + H]+,C6H13ClF3N2O5S2+,,0.000,11.124,11.124,0.000,9,0.813,-0.840,2.820,-0.496,,348.990,674,11.227,745829658997728587,745741839808394371,11381,
6,C14H6Cl2N4O3,[M + H]+,C14H7Cl2N4O3+,,0.000,11.097,11.097,0.000,4,0.497,2.745,2.745,2.743,,348.990,674,11.227,745829658997728588,745741839808394371,11381,
7,C8H13ClN2O7S2,[M + H]+,C8H14ClN2O7S2+,,0.000,10.891,10.891,0.000,8,0.787,-7.498,9.417,-7.501,,348.990,674,11.227,745829658997728589,745741839808394371,11381,
8,C11H7Cl2FN4O4,[M + H]+,C11H8Cl2FN4O4+,,0.000,10.178,10.178,0.000,5,0.557,-1.386,1.386,-0.532,,348.990,674,11.227,745829658997728590,745741839808394371,11381,
9,C8H11Cl3F4N2O2,[M + H]+,C8H12Cl3F4N2O2+,,0.000,9.815,9.815,0.000,5,0.522,0.774,1.198,1.230,,348.990,674,11.227,745829658997728591,745741839808394371,11381,
10,C12H11Cl2N2O4P,[M + H]+,C12H12Cl2N2O4P+,,0.000,9.001,9.001,0.000,6,0.687,-2.429,3.315,-1.995,,348.990,674,11.227,745829658997728592,745741839808394371,11381,
1,C5H7N6O9P,[M + H]+,C5H8N6O9P+,,0.239,6.207,4.924,1.283,1,0.951,7.055,7.055,4.838,,327.010,674,11.232,745829653327028784,745741811580722975,10012,
2,C9H11O11P,[M + H]+,C9H12O11P+,,0.087,5.194,4.800,0.394,1,0.951,7.055,7.055,-3.374,,327.010,674,11.232,745829653327028785,745741811580722975,10012,
3,C8H13N2O6P3,[M + H]+,C8H14N2O6P3+,,0.061,4.841,4.841,0.000,3,0.995,5.741,5.741,12.686,,327.010,674,11.232,745829653327028786,745741811580722975,10012,
4,C10H18Cl4O3,[M + H]+,C10H19Cl4O3+,,0.055,4.737,4.737,0.000,2,0.990,2.677,2.677,5.471,,327.010,674,11.232,745829653327028787,745741811580722975,10012,
5,C4H11N2O13P,[M + H]+,C4H12N2O13P+,,0.051,4.671,3.396,1.275,1,0.951,7.055,7.055,8.927,,327.010,674,11.232,745829653327028788,745741811580722975,10012,
6,C10H11ClO10,[M + H]+,C10H12ClO10+,,0.031,4.151,4.151,0.000,1,0.951,5.273,5.273,-3.914,,327.010,674,11.232,745829653327028789,745741811580722975,10012,
7,C3H12N4O10P2,[M + H]+,C3H13N4O10P2+,,0.029,4.114,2.613,1.502,2,0.990,4.576,4.576,-0.219,,327.010,674,11.232,745829653327028790,745741811580722975,10012,
8,C6H7ClN6O8,[M + H]+,C6H8ClN6O8+,,0.028,4.063,4.063,0.000,1,0.951,5.273,5.273,4.298,,327.010,674,11.232,745829653327028791,745741811580722975,10012,
9,C6H16O9P2S,[M + H]+,C6H17O9P2S+,,0.028,4.055,4.055,0.000,3,0.995,5.741,5.741,11.523,,327.010,674,11.232,745829653327028792,745741811580722975,10012,
10,C8H6F3N4O5P,[M + H]+,C8H7F3N4O5P+,,0.024,3.895,3.548,0.346,3,0.995,7.055,7.055,0.012,,327.010,674,11.232,745829653327028793,745741811580722975,10012,
1,C8H12,[M + H]+,C8H13+,,1.000,27.305,25.155,2.149,4,0.800,4.602,4.602,8.430,,109.102,674,11.239,745829653654184605,745741613521454863,277,
1,C17H31NO8,[M + H]+,C17H32NO8+,,0.922,71.156,67.559,3.598,23,0.756,5.734,6.059,2.841,,378.213,675,11.258,745829659018700119,745741879130001631,13196,
2,C18H27N5O4,[M + H]+,C18H28N5O4+,,0.078,68.688,65.987,2.701,21,0.725,6.059,6.357,-0.695,,378.213,675,11.258,745829659018700120,745741879130001631,13196,
3,C15H29N4O7,[M + H]+,C15H30N4O7+,,0.000,63.172,60.783,2.389,26,0.821,6.355,6.397,6.391,,378.213,675,11.258,745829659018700121,745741879130001631,13196,
4,C20H29N2O5,[M + H]+,C20H30N2O5+,,0.000,62.060,59.801,2.259,25,0.753,4.875,6.903,-4.245,,378.213,675,11.258,745829659018700122,745741879130001631,13196,
5,C15H28FN5O5,[M + H]+,C15H29FN5O5+,,0.000,44.609,40.758,3.851,20,0.716,5.468,6.001,-3.717,,378.213,675,11.258,745829659018700123,745741879130001631,13196,
6,C13H27N7O6,[M + H]+,C13H28N7O6+,,0.000,43.479,42.872,0.607,21,0.725,6.357,6.903,9.941,,378.213,675,11.258,745829659018700124,745741879130001631,13196,
7,C16H32N3O5P,[M + H]+,C16H33N3O5P+,,0.000,43.374,39.371,4.003,20,0.716,5.468,6.001,-5.067,,378.213,675,11.258,745829659018700125,745741879130001631,13196,
8,C16H26F3N5O2,[M + H]+,C16H27F3N5O2+,,0.000,41.251,39.079,2.171,20,0.704,4.282,5.468,5.768,,378.213,675,11.258,745829659018700126,745741879130001631,13196,
9,C12H28N9O3P,[M + H]+,C12H29N9O3P+,,0.000,41.057,38.828,2.230,32,0.864,2.103,4.204,2.033,,378.213,675,11.258,745829659018700127,745741879130001631,13196,
10,C14H23N11O2,[M + H]+,C14H24N11O2+,,0.000,40.616,39.807,0.810,18,0.711,5.468,6.001,6.405,,378.213,675,11.258,745829659018700128,745741879130001631,13196,
1,C19H34N2O8,[M + H]+,C19H35N2O8+,,0.993,39.191,36.616,2.575,17,0.917,5.943,7.695,2.275,,419.240,675,11.258,745829658989339947,745741927465169847,15429,
2,C20H30N6O4,[M + H]+,C20H31N6O4+,,0.006,34.100,33.067,1.033,18,0.923,2.869,3.530,-0.915,,419.240,675,11.258,745829658989339948,745741927465169847,15429,
3,C18H38N2O5Si2,[M + H]+,C18H39N2O5Si2+,,0.001,31.909,31.909,0.000,17,0.917,3.889,7.695,1.298,,419.240,675,11.258,745829658989339949,745741927465169847,15429,
4,C17H32N5O7,[M + H]+,C17H33N5O7+,,0.000,28.267,26.315,1.952,18,0.922,1.686,5.509,5.477,,419.240,675,11.258,745829658989339950,745741927465169847,15429,
5,C23H34N2O3S,[M + H]+,C23H35N2O3S+,,0.000,27.131,27.131,0.000,16,0.909,1.686,7.601,8.243,,419.240,675,11.258,745829658989339951,745741927465169847,15429,
6,C24H34O6,[M + H]+,C24H35O6+,,0.000,23.512,23.512,0.000,13,0.182,-4.750,7.931,-7.321,,419.240,675,11.258,745829658989339952,745741927465169847,15429,
7,C18H29F3N6O2,[M + H]+,C18H30F3N6O2+,,0.000,18.769,17.093,1.676,14,0.883,-1.195,2.958,4.916,,419.240,675,11.258,745829658989339953,745741927465169847,15429,
8,C15H30N8O6,[M + H]+,C15H31N8O6+,,0.000,17.971,17.141,0.830,19,0.927,3.065,5.328,8.680,,419.240,675,11.258,745829658989339954,745741927465169847,15429,
9,C16H26N12O2,[M + H]+,C16H27N12O2+,,0.000,17.014,16.139,0.874,14,0.883,1.686,2.875,5.490,,419.240,675,11.258,745829658989339955,745741927465169847,15429,
10,C17H31FN6O5,[M + H]+,C17H32FN6O5+,,0.000,16.401,14.359,2.043,18,0.923,1.686,4.590,-3.642,,419.240,675,11.258,745829658989339956,745741927465169847,15429,
1,C26H61N7O9,[M + H]+,C26H62N7O9+,,0.665,35.840,31.563,4.277,28,0.804,2.122,2.676,2.334,,616.462,676,11.262,745829698264807595,745742093932932698,23309,
2,C27H57N11O5,[M + H]+,C27H58N11O5+,,0.250,34.862,31.068,3.795,24,0.750,2.212,3.266,0.165,,616.462,676,11.262,745829698264807596,745742093932932698,23309,
3,C31H61N5O7,[M + H]+,C31H62N5O7+,,0.062,33.460,31.232,2.228,24,0.748,0.464,3.491,-4.191,,616.462,676,11.262,745829698264807597,745742093932932698,23309,
4,C32H57N9O3,[M + H]+,C32H58N9O3+,,0.013,31.916,31.916,0.000,33,0.848,-0.721,3.675,-6.361,,616.462,676,11.262,745829698264807598,745742093932932698,23309,
5,C32H59F2N5O4,[M + H]+,C32H60F2N5O4+,,0.006,31.085,29.590,1.495,26,0.769,1.571,3.266,1.628,,616.462,676,11.262,745829698264807599,745742093932932698,23309,
6,C31H63F2NO8,[M + H]+,C31H64F2NO8+,,0.003,30.417,27.679,2.738,27,0.557,1.640,3.908,3.798,,616.462,676,11.262,745829698264807600,745742093932932698,23309,
7,C33H65NO7Si,[M + H]+,C33H66NO7Si+,,0.001,29.174,29.174,0.000,22,0.473,1.571,3.266,2.410,,616.462,676,11.262,745829698264807601,745742093932932698,23309,
8,C34H62FNO7,[M + H]+,C34H63FNO7+,,0.001,29.154,29.154,0.000,26,0.546,1.270,3.949,5.652,,616.462,676,11.262,745829698264807602,745742093932932698,23309,
9,C34H60F3N3O3,[M + H]+,C34H61F3N3O3+,,0.000,28.231,28.231,0.000,37,0.855,0.346,3.395,-6.751,,616.462,676,11.262,745829698264807603,745742093932932698,23309,
10,C37H61NO6,[M + H]+,C37H62NO6+,,0.000,27.379,27.379,0.000,20,0.455,1.270,3.866,7.506,,616.462,676,11.262,745829698264807604,745742093932932698,23309,
1,C20H37N5O4,[M + Na]+,C20H37N5NaO4+,,0.683,12.894,9.771,3.124,8,0.952,1.632,2.342,4.563,,434.276,677,11.286,745829658989339958,745741944124948379,16191,
2,C19H41NO8,[M + Na]+,C19H41NNaO8+,,0.315,12.119,9.676,2.443,8,0.952,1.632,1.632,7.642,,434.276,677,11.286,745829658989339959,745741944124948379,16191,
3,C25H37N3O2,[M + Na]+,C25H37N3NaO2+,,0.001,6.574,4.017,2.558,6,0.959,0.028,2.342,-4.700,,434.276,677,11.286,745829658989339960,745741944124948379,16191,
4,C17H38FN5O5,[M + Na]+,C17H38FN5NaO5+,,0.000,5.341,1.965,3.375,8,0.952,1.329,1.938,1.931,,434.276,677,11.286,745829658989339961,745741944124948379,16191,
5,C18H34FN9O,[M + Na]+,C18H34FN9NaO+,,0.000,4.853,1.034,3.819,7,0.972,-3.504,6.737,-1.149,,434.276,677,11.286,745829658989339962,745741944124948379,16191,
6,C22H38FN3O3,[M + Na]+,C22H38FN3NaO3+,,0.000,4.305,0.553,3.752,6,0.953,-6.651,6.651,-7.332,,434.276,677,11.286,745829658989339963,745741944124948379,16191,
7,C21H33N9,[M + Na]+,C21H33N9Na+,,0.000,3.798,0.874,2.924,1,0.018,-1.296,2.787,1.483,,434.276,677,11.286,745829658989339964,745741944124948379,16191,
8,C18H42N3O5P,[M + Na]+,C18H42N3NaO5P+,,0.000,3.491,-0.596,4.087,8,0.952,1.129,1.632,0.755,,434.276,677,11.286,745829658989339965,745741944124948379,16191,
9,C19H39F2N3O4,[M + Na]+,C19H39F2N3NaO4+,,0.000,2.255,-1.015,3.270,6,0.953,-6.651,6.651,-9.964,,434.276,677,11.286,745829658989339966,745741944124948379,16191,
10,C23H35N6O,[M + Na]+,C23H35N6NaO+,,0.000,0.449,-2.741,3.190,3,0.102,-0.787,0.866,-1.609,,434.276,677,11.286,745829658989339967,745741944124948379,16191,
1,C19H30N6O6,[M + H]+,C19H31N6O6+,,0.948,67.628,65.824,1.803,26,0.673,0.330,3.759,0.604,,439.230,677,11.286,745829649686372038,745741949057450783,16416,
2,C18H34N2O10,[M + H]+,C18H35N2O10+,,0.052,64.721,61.591,3.130,22,0.619,1.622,3.639,3.649,,439.230,677,11.286,745829649686372039,745741949057450783,16416,
3,C24H30N4O4,[M + H]+,C24H31N4O4+,,0.000,51.508,51.508,0.000,24,0.648,-5.338,7.665,-8.554,,439.230,677,11.286,745829649686372040,745741949057450783,16416,
4,C23H34O8,[M + H]+,C23H35O8+,,0.000,50.917,50.917,0.000,18,0.251,-0.014,4.472,-5.509,,439.230,677,11.286,745829649686372041,745741949057450783,16416,
5,C27H31FO4,[M + H]+,C27H32FO4+,,0.000,42.879,42.879,0.000,17,0.242,2.941,3.611,5.260,,439.230,677,11.286,745829649686372042,745741949057450783,16416,
6,C16H31FN6O7,[M + H]+,C16H32FN6O7+,,0.000,42.225,38.382,3.843,24,0.656,-0.014,3.658,-1.998,,439.230,677,11.286,745829649686372043,745741949057450783,16416,
7,C17H35N4O7P,[M + H]+,C17H36N4O7P+,,0.000,39.553,35.588,3.965,22,0.626,0.426,3.170,-3.160,,439.230,677,11.286,745829649686372044,745741949057450783,16416,
8,C21H33F3O6,[M + H]+,C21H34F3O6+,,0.000,37.746,35.175,2.572,21,0.289,0.016,3.107,0.056,,439.230,677,11.286,745829649686372045,745741949057450783,16416,
9,C30H30O3,[M + H]+,C30H31O3+,,0.000,36.568,36.568,0.000,12,0.194,3.564,4.187,7.862,,439.230,677,11.286,745829649686372046,745741949057450783,16416,
10,C17H29F3N6O4,[M + H]+,C17H30F3N6O4+,,0.000,36.224,34.416,1.808,22,0.635,2.335,4.026,6.170,,439.230,677,11.286,745829649686372047,745741949057450783,16416,
1,C5H8O5,[M + H]+,C5H9O5+,,0.757,13.868,12.187,1.681,2,0.128,-14.846,14.846,-5.432,,149.044,677,11.289,745829650407792485,745741636426553239,1335,
2,C3H6N3O4,[M + H]+,C3H7N3O4+,,0.165,12.348,12.348,0.000,3,0.223,-4.866,4.866,3.576,,149.044,677,11.289,745829650407792486,745741636426553239,1335,
3,CH4N6O3,[M + H]+,CH5N6O3+,,0.077,11.583,11.583,0.000,4,0.251,6.115,6.115,12.585,,149.044,677,11.289,745829650407792487,745741636426553239,1335,
4,C8H8OSi,[M + H]+,C8H9OSi+,,0.001,7.073,7.073,0.000,2,0.128,6.500,6.500,12.897,,149.044,677,11.289,745829650407792488,745741636426553239,1335,
5,C4H12O2Si2,[M + H]+,C4H13O2Si2+,,0.000,2.583,2.583,0.000,1,0.008,-10.667,10.667,-8.179,,149.044,677,11.289,745829650407792489,745741636426553239,1335,
6,C5H10CaF2,[M + H]+,C5H11CaF2+,,0.000,2.108,0.824,1.283,4,0.180,3.302,10.361,-8.615,,149.044,677,11.289,745829650407792490,745741636426553239,1335,
7,C6H5F3N,[M + H]+,C6H6F3N+,,0.000,-3.277,-4.880,1.603,0,0.000,-8.758,8.758,-7.012,,149.044,677,11.289,745829650407792491,745741636426553239,1335,
8,C4H2N7,[M + H]+,C4H3N7+,,0.000,-5.035,-5.035,0.000,0,0.000,-7.142,7.142,-5.397,,149.044,677,11.289,745829650407792492,745741636426553239,1335,
9,H5N8P,[M + H]+,H6N8P+,,0.000,-7.981,-7.981,0.000,0,0.000,-9.227,9.227,-7.482,,149.044,677,11.289,745829650407792493,745741636426553239,1335,
1,C14H21FNO2,[M + Na]+,C14H21FNNaO2+,,0.756,55.701,53.228,2.473,11,0.878,-5.906,5.906,-4.794,,277.144,678,11.294,745829652106485920,745741749622451955,6926,
2,C11H23FO5,[M + Na]+,C11H23FNaO5+,,0.242,54.562,53.190,1.371,9,0.861,5.036,5.036,4.876,,277.144,678,11.294,745829652106485921,745741749622451955,6926,
3,C12H19FN4O,[M + Na]+,C12H19FN4NaO+,,0.002,49.950,47.712,2.238,10,0.859,-0.617,1.449,0.051,,277.144,678,11.294,745829652106485922,745741749622451955,6926,
4,C9H20F2N4O2,[M + Na]+,C9H20F2N4NaO2+,,0.000,41.950,41.310,0.640,11,0.878,-4.006,4.578,-4.073,,277.144,678,11.294,745829652106485923,745741749622451955,6926,
5,C14H22O4,[M + Na]+,C14H22NaO4+,,0.000,40.314,39.003,1.311,7,0.822,0.511,2.123,9.000,,277.144,678,11.294,745829652106485924,745741749622451955,6926,
6,C9H24N3O3S,[M + Na]+,C9H24N3NaO3S+,,0.000,40.160,40.160,0.000,9,0.865,3.059,3.458,1.681,,277.144,678,11.294,745829652106485925,745741749622451955,6926,
7,C17H20NO,[M + Na]+,C17H20NNaO+,,0.000,39.216,37.678,1.538,7,0.725,-1.522,1.998,-0.670,,277.144,678,11.294,745829652106485926,745741749622451955,6926,
8,C10H24FN2O2P,[M + Na]+,C10H24FN2NaO2P+,,0.000,36.731,35.639,1.092,8,0.854,-6.619,6.619,-5.915,,277.144,678,11.294,745829652106485927,745741749622451955,6926,
9,C11H25ClNO3,[M + Na]+,C11H25ClNNaO3+,,0.000,29.630,29.630,0.000,7,0.725,2.243,3.458,7.242,,277.144,678,11.294,745829652106485928,745741749622451955,6926,
10,C13H23N2OP,[M + Na]+,C13H23N2NaOP+,,0.000,29.608,27.061,2.546,6,0.718,-2.564,2.654,-1.792,,277.144,678,11.294,745829652106485929,745741749622451955,6926,
1,C15H32N2O,[M + H]+,C15H33N2O+,,1.000,23.725,21.563,2.162,5,0.636,-0.472,3.901,3.275,,257.260,678,11.294,745829658980951330,745741728625761911,5871,
2,C13H30N5,[M + H]+,C13H31N5+,,0.000,6.727,5.993,0.734,4,0.584,5.145,6.346,8.494,,257.260,678,11.294,745829658980951331,745741728625761911,5871,
1,C16H22O5,[M + Na]+,C16H22NaO5+,,1.000,33.777,29.721,4.056,8,0.455,-1.212,2.090,-0.253,,317.136,678,11.299,745829659744314882,745741799484347839,9412,
1,C15H24O3,[M - H2O + H]+,C15H23O2+,,1.000,58.113,57.907,0.206,12,0.864,-2.172,2.226,-76583.123,,235.170,678,11.302,745829659765286421,745741703824837391,4629,
2,C12H25FO4,[M - H2O + H]+,C12H24FO3+,,0.000,49.389,46.710,2.679,13,0.887,-8.713,8.713,-76587.983,,235.170,678,11.302,745829659765286422,745741703824837391,4629,
3,C13H22N3O2,[M - H2O + H]+,C13H21N3O+,,0.000,23.984,23.984,0.000,12,0.794,-0.171,4.011,-76577.414,,235.170,678,11.302,745829659765286423,745741703824837391,4629,
4,C11H27NO3P,[M - H2O + H]+,C11H26NO2P+,,0.000,19.792,17.312,2.480,12,0.864,-2.220,3.603,-76584.444,,235.170,678,11.302,745829659765286424,745741703824837391,4629,
5,C8H21FN6O2,[M - H2O + H]+,C8H20FN6O+,,0.000,12.765,12.765,0.000,12,0.794,1.496,4.931,-76576.564,,235.170,678,11.302,745829659765286425,745741703824837391,4629,
6,C9H25N4O2P,[M - H2O + H]+,C9H24N4OP+,,0.000,5.585,4.690,0.895,10,0.733,-0.171,2.580,-76578.735,,235.170,678,11.302,745829659765286426,745741703824837391,4629,
1,C8H4O3,[M + H]+,C8H5O3+,,0.981,22.562,21.838,0.724,5,0.825,5.534,5.534,6.929,,149.024,678,11.304,745829661577226015,745741636183283559,1323,
2,C5H5FO4,[M + H]+,C5H6FO4+,,0.019,18.594,16.460,2.134,5,0.825,-4.713,7.457,-0.740,,149.024,678,11.304,745829661577226016,745741636183283559,1323,
3,C3H3FN3O3,[M + H]+,C3H4FN3O3+,,0.000,10.800,10.800,0.000,5,0.825,8.070,8.070,8.270,,149.024,678,11.304,745829661577226017,745741636183283559,1323,
4,C4H7NO3P,[M + H]+,C4H8NO3P+,,0.000,4.177,3.020,1.157,5,0.825,2.433,4.249,4.844,,149.024,678,11.304,745829661577226018,745741636183283559,1323,
5,C6HFN4,[M + H]+,C6H2FN4+,,0.000,-0.166,-0.650,0.484,0,0.000,-9.735,9.735,-9.714,,149.024,678,11.304,745829661577226019,745741636183283559,1323,
6,C7H5N2P,[M + H]+,C7H6N2P+,,0.000,-4.230,-4.724,0.494,0,0.000,-13.161,13.161,-13.140,,149.024,678,11.304,745829661577226020,745741636183283559,1323,
7,C3H3F5N,[M + H]+,C3H4F5N+,,0.000,-4.586,-5.000,0.414,0,0.000,-10.009,10.009,-9.989,,149.024,678,11.304,745829661577226021,745741636183283559,1323,
8,C11H2N,[M + H]+,C11H3N+,,0.000,-5.698,-5.698,0.000,0,0.000,-11.075,11.075,-11.055,,149.024,678,11.304,745829661577226022,745741636183283559,1323,
1,C16H10N2O2,[M + H]+,C16H11N2O2+,,0.474,8.241,5.904,2.336,3,0.160,-1.423,5.612,3.048,,263.082,679,11.309,745829661585614638,745741732903952851,6086,
2,C14H15O3P,[M + H]+,C14H16O3P+,,0.473,8.238,4.680,3.558,3,0.182,1.047,5.897,-3.237,,263.082,679,11.309,745829661585614639,745741732903952851,6086,
3,C13H11FN2O3,[M + H]+,C13H12FN2O3+,,0.034,5.607,2.714,2.893,3,0.154,7.002,7.002,-1.296,,263.082,679,11.309,745829661585614640,745741732903952851,6086,
4,C8H11F5N2O2,[M + H]+,C8H12F5N2O2+,,0.010,4.427,4.427,0.000,4,0.217,3.668,5.314,3.652,,263.082,679,11.309,745829661585614641,745741732903952851,6086,
5,C10H12F2N2O4,[M + H]+,C10H13F2N2O4+,,0.007,3.963,3.063,0.900,4,0.466,3.744,5.625,-5.640,,263.082,679,11.309,745829661585614642,745741732903952851,6086,
6,C11H10F4N2O,[M + H]+,C11H11F4N2O+,,0.001,1.986,1.986,0.000,2,0.109,5.314,5.314,7.996,,263.082,679,11.309,745829661585614643,745741732903952851,6086,
7,C11H16FO4P,[M + H]+,C11H17FO4P+,,0.000,0.430,-0.983,1.413,2,0.146,-6.699,6.699,-7.581,,263.082,679,11.309,745829661585614644,745741732903952851,6086,
8,C6H16NO10,[M + H]+,C6H17NO10+,,0.000,0.200,0.200,0.000,0,0.000,-9.074,9.074,-9.089,,263.082,679,11.309,745829661585614645,745741732903952851,6086,
9,C8H16N4O2P2,[M + H]+,C8H17N4O2P2+,,0.000,0.039,0.039,0.000,2,0.146,0.701,5.314,0.686,,263.082,679,11.309,745829661585614646,745741732903952851,6086,
10,C14H8N5O,[M + H]+,C14H9N5O+,,0.000,-0.044,-0.389,0.345,1,0.047,3.155,5.012,8.152,,263.082,679,11.309,745829661585614647,745741732903952851,6086,
1,C14H28O5,[M + Na]+,C14H28NaO5+,,1.000,100.569,97.979,2.590,27,0.575,3.253,4.438,2.337,,299.184,679,11.309,745829675187743737,745741778504435039,8364,
2,C12H26N3O4,[M + Na]+,C12H26N3NaO4+,,0.000,85.730,84.454,1.277,28,0.660,6.536,6.592,6.824,,299.184,679,11.309,745829675187743738,745741778504435039,8364,
3,C17H26NO2,[M + Na]+,C17H26NNaO2+,,0.000,73.140,72.184,0.956,22,0.447,0.583,6.194,-6.621,,299.184,679,11.309,745829675187743739,745741778504435039,8364,
4,C15H24N4O,[M + Na]+,C15H24N4NaO+,,0.000,62.498,60.714,1.783,22,0.519,0.583,5.776,-2.134,,299.184,679,11.309,745829675187743740,745741778504435039,8364,
5,C12H25FN4O2,[M + Na]+,C12H25FN4NaO2+,,0.000,58.673,56.452,2.221,24,0.556,-4.580,5.966,-5.954,,299.184,679,11.309,745829675187743741,745741778504435039,8364,
6,C13H32O2Si2,[M + Na]+,C13H32NaO2Si2+,,0.000,51.461,51.461,0.000,20,0.423,2.707,4.181,0.968,,299.184,679,11.309,745829675187743742,745741778504435039,8364,
7,C13H29N2O2P,[M + Na]+,C13H29N2NaO2P+,,0.000,37.703,35.610,2.094,22,0.460,2.505,6.038,-7.660,,299.184,679,11.309,745829675187743743,745741778504435039,8364,
8,C13H22N7,[M + Na]+,C13H22N7Na+,,0.000,23.906,22.431,1.475,13,0.336,2.031,5.705,2.354,,299.184,679,11.309,745829675187743744,745741778504435039,8364,
9,C11H27N5OP,[M + Na]+,C11H27N5NaOP+,,0.000,17.131,15.032,2.099,19,0.477,-2.523,6.842,-3.172,,299.184,679,11.309,745829675187743745,745741778504435039,8364,
10,C14H32OSSi,[M + Na]+,C14H32NaOSSi+,,0.000,7.837,7.837,0.000,6,0.154,0.673,3.252,0.200,,299.184,679,11.309,745829675187743746,745741778504435039,8364,
1,C20H30O4,[M + H]+,C20H31O4+,,1.000,48.782,46.291,2.491,28,0.598,-1.682,4.446,-5.299,,335.220,679,11.315,745829672654383954,745741822418806683,10555,
2,C17H31FO5,[M + H]+,C17H32FO5+,,0.000,33.811,33.207,0.604,26,0.585,-3.391,5.265,-8.708,,335.220,679,11.315,745829672654383955,745741822418806683,10555,
3,C18H28N3O3,[M + H]+,C18H29N3O3+,,0.000,32.460,30.257,2.202,26,0.821,2.776,4.446,-1.293,,335.220,679,11.315,745829672654383956,745741822418806683,10555,
4,C15H30N2O6,[M + H]+,C15H31N2O6+,,0.000,26.158,26.158,0.000,19,0.757,5.101,6.229,6.702,,335.220,679,11.315,745829672654383957,745741822418806683,10555,
5,C16H26N6O2,[M + H]+,C16H27N6O2+,,0.000,23.250,22.549,0.702,19,0.760,2.916,4.147,2.712,,335.220,679,11.315,745829672654383958,745741822418806683,10555,
6,C13H27FN6O3,[M + H]+,C13H28FN6O3+,,0.000,12.019,12.019,0.000,17,0.719,5.101,6.058,-0.697,,335.220,679,11.315,745829672654383959,745741822418806683,10555,
7,C18H29F3O2,[M + H]+,C18H30F3O2+,,0.000,7.801,6.041,1.760,20,0.537,2.276,3.848,1.994,,335.220,679,11.315,745829672654383960,745741822418806683,10555,
8,C13H30N6O2S,[M + H]+,C13H31N6O2S+,,0.000,7.302,7.302,0.000,20,0.755,-1.433,4.642,-7.344,,335.220,679,11.315,745829672654383961,745741822418806683,10555,
9,C14H31N4O3P,[M + H]+,C14H32N4O3P+,,0.000,7.252,7.252,0.000,23,0.793,-0.282,3.403,-2.220,,335.220,679,11.315,745829672654383962,745741822418806683,10555,
10,C21H26N4,[M + H]+,C21H27N4+,,0.000,5.411,4.123,1.288,12,0.372,-4.946,7.027,-9.288,,335.220,679,11.315,745829672654383963,745741822418806683,10555,
