"id","mz","rtime","JO_F_S_A_1A","JO_F_S_A_1B","JO_F_S_A_1C","JO_L_MB_A_1Q","JO_L_MB_A_1Qx","JO_F_S_A_2A","JO_F_S_A_2B","JO_F_S_A_2C","JO_L_MB_A_2Q","JO_F_S_A_3A","JO_F_S_A_3B","JO_F_S_A_3C","JO_L_MB_A_3Q","JO_F_S_A_4A","JO_F_S_A_4B","JO_F_Bk_A_4bl","JO_F_S_A_4C","JO_L_MB_A_4Q","JO_F_S_A_5A","JO_F_Bk_A_5a.bl","JO_F_S_A_5B","JO_F_Bk_A_5b.bl","JO_F_S_A_5C","JO_F_Bk_A_5c.bl","JO_F_Bk_A_5d.bl","JO_L_MB_A_5Q","JO_L_MB_A_6Q","JO_L_SB_UP_ACN2_","JO_L_SB_UP_ACN2_x","JO_L_SB_UP_ACN2_y","JO_L_SB_UP_ACN2_z","JO_F_Bk_P_D_b","JO_F_Bk_P_D_c","JO_F_Bk_P_G_d","JO_F_Bk_P_G_e","JO_F_Bk_P_G_f","JO_F_S_P_D_1b","JO_F_S_P_D_1c","JO_F_S_P_G_1d","JO_F_S_P_G_1e","JO_F_S_P_G_1f","JO_L_MB_P_D_1q","JO_L_MB_P_D_1qx","JO_L_MB_P_D_1qy","JO_F_S_P_D_2b","JO_F_S_P_D_2c","JO_F_S_P_G_2d","JO_F_S_P_G_2e","JO_F_S_P_G_2f","JO_L_MB_P_D_2q","JO_F_S_P_D_3a","JO_F_S_P_D_3b","JO_F_S_P_D_3c","JO_F_S_P_G_3d","JO_F_S_P_G_3e","JO_F_S_P_G_3f","JO_L_MB_P_D_3q","JO_F_S_P_D_4a","JO_F_S_P_D_4b","JO_F_S_P_D_4c","JO_F_S_P_G_4d","JO_F_S_P_G_4e","JO_F_S_P_G_4f","JO_L_MB_P_D_4q","JO_F_S_P_D_5a","JO_F_S_P_D_5b","JO_F_S_P_D_5c","JO_F_S_P_G_5d","JO_F_S_P_G_5e","JO_F_S_P_G_5f","JO_L_MB_P_D_5q","JO_L_MB_P_D_6q","JO_L_MB_P_D_7q","JO_L_MB_P_D_8q","JO_L_SB_SP_S2_","JO_L_SB_SP_S2_x","JO_L_SB_SP_S2_y","JO_L_SB_SP_S2_z","representative_intensity","parent_masstrack_id","isotope","modification","ion_relation","interim_id","neutral_formula_mass"
"10892",340.25464,10.788,4459,6005,5350,5488,0,2158,5681,3644,3842,6475,8428,4945,2886,9170,9640,3541,0,4469,0,2503,0,3259,0,6852,5925,4088,1012,14490,0,0,0,0,0,0,0,0,259,264,0,302,0,0,0,391,126,0,10,286,0,0,414,10,53,327,0,0,0,3093,1391,1637,626,294,0,325,292,1195,1891,673,0,632,0,0,0,0,4771,0,0,0,1840.66666666667,"340.25464","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2473_657.0148",657.014775299845
"10895",340.26212,15.391,2095,1713,3044,363,293,1322,2745,3158,2207,941,3321,1424,1582,1915,1514,3275,0,1940,422,588,1022,1933,0,5213,4309,1201,4575,0,306,696,143,371,0,1469,554,0,406,344,1758,762,518,0,1149,899,1181,418,5339,4147,4602,441,1455,4169,2151,5797,2901,8712,477,2028,2679,1038,12392,10907,6872,302,4998,564,1624,20413,14157,14378,888,548,586,1091,2994,760,48,48,2597.37179487179,"340.26212","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2474_679.0117",679.011735299845
"11532",351.25153,14.131,3374,27853,19611,21386,0,15938,18333,18291,12721,15593,25455,11708,26493,5643,15846,19958,0,25912,0,11391,528,12930,777,8296,9016,31382,24378,10212,0,0,822,0,0,0,0,0,5320,6387,18882,3190,4540,0,5726,5219,13222,7897,149923,32291,1765175,0,7634,39296,12212,19442,4308,24489,0,11255,25441,33089,45880,32187,254052,0,30634,15079,18060,23453,10032,5514,0,0,0,0,13672,353,2907,3573,39027.9615384615,"351.25153","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2474_679.0117",679.011735299845
"10240",329.35156,16.225,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3042,0,1429,0,1517,0,1312,0,0,0,0,0,0,0,0,559,173,1570,2670,1875,0,0,0,0,0,550,0,0,0,832,0,0,0,907,0,0,0,336,1473,334,1280,0,0,0,481,0,779,213,0,0,0,0,0,10766,425,602,522,309,0,0,0,0,435.48717948718,"329.35156","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2475_657.1908",657.190805299845
"10906",340.34116,16.012,37,24,399,1155,211,316,88,67,1183,39,0,1398,201,559,102,621,14641,808,1050,447,869,9,479,0,384,0,52,2560,0,0,0,763,15900,192,661,380,0,0,0,317,0,711,0,0,752,336,0,0,0,1141,0,0,1209,0,11793,274,261,1254,1575,1271,0,0,308,605,743,1529,913,0,0,0,1317,1459,887,335,1952,0,0,0,981.24358974359,"340.34116","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2475_657.1908",657.190805299845
"10940",341.09369,13.017,0,0,0,714,0,583,714,422,453,713,338,0,296,0,338,400,296,2025,0,0,0,340,0,366,513,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,0,0,0,130.871794871795,"341.09369","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2476_658.6953",658.695325299845
"10242",330.10355,13.376,4080,2783,7751,0,0,2698,3027,7066,855,2082,0,615,330,621,354,9600,0,5856,0,1591,0,626,0,2859,0,5776,801,0,0,0,0,0,0,0,0,0,14251,18323,0,0,0,0,7445,6844,9530,9167,0,0,0,0,3589,20295,17670,0,0,0,0,18203,13544,10390,0,0,0,0,2342,16384,5978,0,0,0,0,0,0,0,0,0,0,0,2991.35897435897,"330.10355","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2476_658.6953",658.695325299845
"10982",341.2525,10.933,0,0,0,0,3579,0,0,0,0,0,0,0,0,0,0,0,1447675,0,18166,0,15494,0,4340,0,0,0,0,0,10020,0,0,8616,6748,7096,6632,5975,0,0,0,0,0,20037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4704,1349,0,0,0,0,0,5723,0,0,0,0,0,0,5899,7337,7020,28043,0,11197,0,0,20841.6666666667,"341.2525","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2477_659.0132",659.013215299845
"10267",330.26263,9.767,15339,11021,7468,21864,2567,13758,12850,9500,13199,11294,2632,7354,15439,7142,7032,20734,0,13701,0,18496,0,20437,333,24839,19731,14083,23350,20264,789,0,1343,286,71,2824,2725,12,2050,1309,1998,2030,1165,230,1631,1095,1566,1536,1310,2290,2050,0,1016,487,322,0,604,465,4996,405,706,0,1179,317,798,2491,652,0,360,355,0,1361,90,90,0,880,23363,697,2026,1859,5234.05128205128,"330.26263","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2477_659.0132",659.013215299845
"11052",343.13156,13.38,50230,62036,76363,62782,0,112658,72003,170143,70249,123834,74467,80826,76034,83480,73204,103310,0,64994,0,181175,0,88618,0,99868,121046,167763,91573,79001,0,0,10661,0,0,0,0,0,139524,62922,356071,31549,50236,0,66246,72027,31073,31006,73149,27168,99125,0,21997,65745,33299,44787,30385,19412,0,39308,50151,56879,27218,25767,24615,0,76322,40369,27710,33905,23772,106859,0,0,0,0,57089,0,8228,7912,52027.4743589744,"343.13156","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2478_662.7698",662.769755299845
"10361",332.14011,12.833,0,0,0,0,107820,0,0,0,0,0,0,0,0,0,0,0,1588117,0,65587,0,78769,0,86321,0,0,0,0,0,96919,0,0,109526,109636,107865,103978,95306,0,0,0,0,0,125231,0,0,0,0,0,0,0,28402,0,0,0,0,0,0,122910,0,0,0,0,0,0,122588,0,0,0,0,0,0,132983,129094,108280,113277,0,90809,0,0,45172.0256410256,"332.13882","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2478_662.7698",662.769755299845
"11094",343.28467,16.174,123430,92828,145397,110951,190325,63811,42309,105417,69743,45780,56431,67058,27949,95345,67509,18166,124,212995,70731,16377,83647,6865,69637,6435,9134,283882,90265,0,0,1119,789,413222,1049976,1586,1039,1164,1371284,1487483,6961,1701,3371,777948,809296,824834,2217586,842541,12848,10030,17307,445164,1016198,904796,766759,13035,8291,10300,187567,1698242,1075824,683756,20148,19100,11881,957224,970794,744515,1221884,29972,24599,20258,629758,253733,283506,55827,1735,0,2887,2521,308780.769230769,"343.28406","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2479_663.0752",663.075235299845
"10394",332.29248,16.407,8286,6744,7802,9436,0,9014,5445,10528,5689,11148,7488,10137,6301,11348,9345,17570,121,9008,0,8849,0,6617,0,9029,7009,7953,10225,5128,0,5971,5438,0,0,0,0,0,24283,13777,25372,54501,84075,0,55354,52587,13315,9360,14070,28776,18544,340,31620,14320,10454,50568,137914,52324,0,16377,15175,10137,51661,70363,54537,0,22170,15959,10466,72909,50286,234873,0,0,0,0,5177,0,8632,6442,19850.6025641026,"332.29248","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2479_663.0752",663.075235299845
"10398",332.31219,16.409,0,0,0,0,30360,0,0,0,0,0,0,0,0,0,0,0,22679,0,13718,0,50104,0,27419,0,0,0,0,0,4641,0,0,73690,131691,21186,30881,58742,0,0,0,0,0,49933,0,0,323,0,344,0,0,42759,0,0,0,0,0,0,36158,0,0,0,0,0,0,37675,0,0,0,0,346,0,42583,51515,91543,99129,0,6886,0,0,11850.0641025641,"332.31219","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2480_663.1144",663.114385299845
"11102",343.30411,15.453,1223,1945,2109,0,5323,2040,1890,10,4900,2797,1078,747,99,1269,0,0,77515,2672,9818,533,5084,3172,7272,1637,0,1582,28,1771,5854,637,1808,6756,5644,8322,5208,3607,334,0,18,1324,1261,17521,0,0,926,856,3920,1828,2502,29253,365,776,654,342,0,630,7289,287,721,0,85,703,883,14683,468,1048,0,0,1008,1183,12046,11558,5071,5722,5623,2897,1169,2252,3994.30769230769,"343.30368","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2480_663.1144",663.114385299845
"10400",332.31516,14.866,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11777,1461,0,0,0,0,0,0,0,0,973,4956,0,18377,31317,0,0,0,0,0,15538,13591,21218,22282,23845,0,18579,22942,14775,16384,21015,28223,21060,0,20619,15346,14339,19912,25605,27145,0,15248,19944,15953,21443,24099,24788,0,17330,12767,15650,23339,27162,20008,0,0,0,0,0,0,21873,26526,9198.84615384615,"332.31506","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2481_663.1179",663.117905299845
"11103",343.30466,13.585,4921,14713,11696,7275,73,11421,3848,15163,14393,8571,15262,15939,13076,16337,12095,9298,8235,10786,0,22931,0,17282,0,10367,15852,10817,8777,16970,1525,0,394,0,1120,0,0,424,18649,3251,11363,638,3865,285,3598,2700,4342,5676,2576,1743,9213,256,2829,2978,1600,4062,1976,1803,719,2320,2921,6791,11634,3057,2264,536,18317,334,4934,1609,1205,9152,2051,0,0,426,9915,1074,474,775,5941.94871794872,"343.30466","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2481_663.1179",663.117905299845
"10404",332.32578,14.097,33331,18885,31890,951457,0,46196,25842,53502,547908,43160,12426,25025,273910,18505,4837,4885269,0,1491800,0,82626,0,921106,0,170922,41572,3121468,675934,442450,1969,0,1146,1076,0,2176,958,0,2055,2535,2970,2671,2198,0,3175,2702,2418,1673,1437,2648,1201,0,1146,1763,2399,1570,3709,1421,0,1581,3304,2583,1899,1743,3238,0,6684,2151,1994,2736,2258,18803,0,0,0,0,6844,1516,4635,3264,179900.897435897,"332.32578","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2482_663.1392",663.139235299845
"11104",343.31537,13.044,0,0,0,0,58491,0,0,0,0,0,0,0,0,0,0,0,228218,0,76766,0,66159,0,226129,0,0,0,0,0,59090,0,0,68332,62121,56088,56349,46629,0,0,0,0,0,57965,0,0,0,0,0,0,0,440884,0,0,0,0,0,0,67887,0,0,0,0,0,0,63153,0,0,0,0,0,0,57056,57247,60143,56504,0,60953,0,0,24694.4102564103,"343.31537","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2482_663.1392",663.139235299845
"11107",343.32532,13.58,0,0,0,0,1658,0,0,0,0,0,0,0,0,0,0,0,23544,0,10020,0,8195,0,45173,0,0,0,0,315,1786,0,0,5176,785,919,4335,2856,0,0,0,0,0,1559,0,0,0,0,0,0,0,3677,0,0,0,0,0,0,1679,0,0,0,0,0,0,2132,0,0,0,0,0,0,3023,3523,20303,1226,0,2514,0,0,1851.25641025641,"343.32532","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2483_663.1592",663.159155299845
"10409",332.33575,12.207,0,0,0,0,174722,0,0,0,0,0,0,0,0,0,0,0,6562,0,0,0,0,0,0,0,0,0,0,0,60900,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30305,0,0,3498.76923076923,"332.33575","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2483_663.1592",663.159155299845
"11210",345.26083,14.661,0,0,0,0,8990,0,0,0,0,0,0,0,0,0,0,0,3337,0,10042,0,13105,0,13419,0,0,0,0,0,3993,0,0,7769,7703,10155,10021,10566,0,0,0,0,0,11478,0,0,0,0,0,0,0,14518,0,0,0,0,0,0,9188,0,0,0,0,0,0,12396,0,0,0,0,0,0,13449,13595,12440,25415,0,4278,0,0,2767.39743589744,"345.26083","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2484_667.0301",667.030095299845
"10499",334.27118,15.788,544,0,0,3338,0,0,0,987,3102,0,506,0,459,0,0,921,0,4048,0,7401,0,3541,0,10395,4231,3636,3618,0,0,0,0,0,0,0,0,0,5556,3296,1629,1071,687,0,48148,50311,3688,3413,914,2079,266,0,3148,3730,2231,0,895,1102,0,2508,3313,2269,690,1577,1444,0,3581,2939,3603,866,1758,2905,0,0,0,0,375,0,0,0,2650.24358974359,"334.27118","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2484_667.0301",667.030095299845
"11039",342.78519,12.686,0,0,0,0,12119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,0,0,229.461538461538,"342.78519","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2485_684.0593",684.059340299845
"11546",351.29834,12.7,438,452,3093,0,41543,3321,1365,3958,0,1396,463,3136,0,1234,2325,2623,78670,0,2871,1937,316,394,3132,1771,2565,693,0,0,18638,0,0,312,1545,2905,2076,2454,0,0,4132,0,0,864,0,0,285,0,724,0,755,0,0,0,309,310,0,0,1119,0,1786,1999,741,0,0,2695,2075,0,0,0,0,1399,327,1946,2544,695,0,10810,0,0,2835.14102564103,"351.29727","M0","NH3, 2x charged","M0,NH3, 2x charged","kp2485_684.0593",684.059340299845
"11216",345.29886,13.689,699,352,4772,0,0,7072,1469,11500,0,772,2731,3581,0,7268,6502,6372,26192,1189,455,6401,0,3082,0,2942,4641,936,346,0,0,0,0,0,0,315,0,0,1330,7811,24660,295,2254,0,1593,2155,5642,309,657,2450,3958,346,0,5829,5854,2656,1678,0,0,1300,8353,9672,8492,4599,5493,0,8791,6685,0,8295,0,9812,0,0,0,0,0,0,0,0,3084.07692307692,"345.29886","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2486_667.1045",667.104475299845
"10507",334.30753,12.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22920,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.115384615385,"334.30753","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2486_667.1045",667.104475299845
"11226",346.13593,13.23,437,2072,3115,1521,0,1673,2089,3978,1268,2745,1152,2115,2445,3495,1486,5512,0,3355,0,7845,0,2374,0,2343,2206,1684,3662,4770,0,0,0,0,0,0,0,0,5390,3013,3790,698,1209,0,5996,5551,2202,4633,3265,1657,3842,0,772,5168,6570,3261,878,1249,0,2309,2784,1281,1249,1956,863,0,15064,2731,1146,1592,771,2075,0,0,0,0,873,0,0,0,2015.12820512821,"346.13593","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2487_668.7803",668.780285299845
"10538",335.14627,13.518,9395,6104,715,234,575120,846,217,17737,576,214,217,6494,195,333,232,210,2814267,173,451123,219,492914,179,493657,138,589,228,201,29,390057,0,414,716438,772885,809885,754953,847816,2285,2950,3563,719,1765,840052,662,32,4070,4325,5112,4298,4161,1025633,267,5365,5575,382,3558,206,592793,5673,5940,6022,3740,5986,5021,707765,8549,19285,6383,5851,5963,6353,757602,823070,770313,745994,445,383233,0,0,204435.448717949,"335.14627","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2487_668.7803",668.780285299845
"10578",335.26886,15.036,0,1175,0,0,2501,3619,0,2224,0,0,0,0,0,2106,0,0,3386,0,463,9686,283,0,2865,0,0,0,0,35,419,0,0,261,1975,817,3124,3808,6524,1817,4036,0,363,2774,1954,1269,0,1429,0,470,2287,4456,411,5639,2889,431,0,0,345,2560,3503,4200,13407,0,1397,1337,9651,519,0,426,0,1305,566,415,1440,2035,0,41,0,0,1521.0641025641,"335.26886","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2488_669.0263",669.026285299845
"11257",346.25934,13.219,5324,9339,5882,5594,309,6728,4882,7098,6673,5602,4551,5726,8866,1140,4995,4546,0,6976,0,13044,510,2286,0,11342,4942,2778,6820,4350,0,0,619,329,48,392,0,0,1944,0,1769,716,339,693,945,82,3366,250,1562,199,2331,0,1358,940,1481,1081,284,720,0,1455,1162,110,282,1622,646,0,2337,905,879,1116,177,2064,0,436,0,0,3968,0,0,0,2293.71794871795,"346.25934","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2488_669.0263",669.026285299845
"10595",335.31314,15.311,0,0,0,0,5105,0,0,0,0,0,0,0,0,0,0,0,117010,0,9115,0,41418,0,9299,0,0,0,0,0,609,0,0,4091,3933,3621,6131,9353,0,0,0,0,0,14479,0,0,0,0,0,0,0,11724,0,0,0,0,0,0,6140,0,0,0,0,0,0,6579,0,0,0,0,0,0,8685,7558,9313,8146,0,720,0,0,3628.57692307692,"335.31314","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2489_669.1168",669.116765299845
"11270",346.30554,13.447,1633,1107,743,2798,0,1587,1251,1317,1247,2035,715,961,1449,1243,1132,1993,4765,2257,0,2129,0,1864,0,1590,1347,1573,2075,5541,0,0,907,0,0,355,307,0,3461,2033,1597,1812,1167,0,5033,5816,2065,2212,2004,838,1409,0,1028,3516,2302,1412,946,872,0,3101,5394,5201,17366,11957,5042,0,5855,2302,2024,795,1082,3180,0,0,0,0,1310,0,898,336,1939.57692307692,"346.30554","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2489_669.1168",669.116765299845
"11275",346.31406,15.775,0,0,381,0,885,0,0,0,958,0,0,0,0,0,0,0,31523,444,43653,376,46792,0,48077,0,446,456,0,2084,0,0,0,2262,1296,3765,2068,1943,0,0,0,0,0,4507,0,0,0,0,0,0,0,5428,0,0,0,0,0,0,1348,0,0,0,0,0,0,3674,0,0,0,0,0,392,4459,4219,3425,4376,45,292,0,0,2815.05128205128,"346.31406","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2490_669.1339",669.133925299845
"10596",335.32178,14.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8080,0,12540,0,6062,0,14192,0,0,0,0,873,0,0,0,3895,367,822,4413,2763,0,0,0,0,0,1676,0,0,0,0,0,0,0,1775,0,0,0,0,0,0,371,0,0,0,0,0,0,440,0,0,0,0,0,0,1428,1078,3364,339,0,0,0,0,826.641025641026,"335.32178","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2490_669.1339",669.133925299845
"11308",347.22131,13.349,23678,16224,10959,17488,0,9018,3212,7980,9943,13388,14862,5894,10315,17411,18331,23478,0,20208,0,18562,0,10441,11,12023,16592,3230,20368,18151,0,0,5133,0,0,0,0,0,3180,8038,2959,5023,4726,0,3067,3945,9424,7242,7879,4700,17893,0,7554,12444,12082,4114,3801,2116,0,6100,11135,10878,5864,5667,4761,0,9186,5581,9570,4205,3005,1325,0,0,15,0,12298,0,3631,4165,6980.42307692308,"347.22131","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2491_670.9493",670.949255299845
"10624",336.22986,14.299,0,0,0,0,3369,0,0,0,0,0,0,0,0,0,0,0,1056,0,3644,0,1434,0,2554,0,0,0,0,0,0,0,0,2757,536,3020,1699,2672,15384,9983,0,0,14,2385,2269,727,14185,8578,0,0,0,6282,7715,9963,14157,15,0,0,1045,15751,11819,10032,0,592,476,7055,7736,19781,13450,0,0,368,11755,1198,2894,5743,0,835,0,0,2883.69230769231,"336.22986","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2491_670.9493",670.949255299845
"10633",336.2702,12.358,0,0,448,0,15866,0,0,1650,0,0,0,0,0,16,0,110,353332,0,1162,0,12233,10,4399,0,13,0,0,0,4033,0,0,9472,11185,11440,49591,34212,0,488,0,0,12,6305,0,0,0,0,0,0,9,0,0,0,0,10,0,0,5663,0,0,0,0,0,0,9746,664,0,0,0,0,913,8176,5996,6444,1740,0,3133,0,0,7159.88461538462,"336.2702","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2492_671.0278",671.027805299845
"11316",347.25952,12.793,7837,3308,8137,3152,0,21334,5043,7273,10682,8353,10474,3924,11453,12428,6915,7435,0,5588,490,4173,1168,7791,1204,4736,4397,9693,5213,6479,0,0,0,498,1268,0,0,0,1214,1087,1956,728,0,544,2060,1658,684,688,10,364,328,0,348,947,2842,1724,406,75,0,980,2772,1020,309,735,868,363,1263,1582,2489,2423,324,3402,509,486,0,0,3953,0,0,0,2840.85897435897,"347.25952","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2492_671.0278",671.027805299845
"10636",336.28928,15.796,0,15,507,0,0,0,0,0,0,0,0,0,0,597,0,0,674,0,0,400,0,0,0,0,0,0,0,0,0,0,0,1382,1147,0,0,0,1020,4781,0,10,0,1146,0,525,2042,1164,203,1012,110,722,2253,2497,2349,333,19235,3483,406,1478,2336,1614,2859,2282,3933,379,3002,2658,1927,637,914,520,424,375,1496,405,0,0,0,0,964.769230769231,"336.28915","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2493_671.0665",671.066475299845
"11319",347.27911,15.489,0,0,1403,4818,0,1166,0,3094,844,0,0,2647,0,1086,960,1028,5265,5127,990,3287,2230,812,353,781,2193,9696,3571,0,0,0,289,323,0,767,773,936,1721,2884,4703,672,319,110,13930,14855,2322,1031,0,0,0,0,806,562,901,0,529,10,0,1120,3067,3842,625,0,17,842,2884,3957,2220,939,0,3464,82,134,606,997,0,0,0,303,1601.19230769231,"347.27911","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2493_671.0665",671.066475299845
"11322",347.29828,15.489,8830,8174,5761,876,5301,7168,8779,4503,1426,7903,8536,6072,11425,5967,5252,7949,2456,5207,2345,8753,2614,8745,6670,7084,7634,7058,988,3744,0,0,0,1689,373,0,1271,0,2078,765,1236,0,754,13312,1262,522,3158,1627,7110,3710,8092,18117,1138,3669,5601,4490,833,2111,4432,278,3290,1428,4971,3559,2123,8719,2629,4709,2472,4979,4662,5552,12668,11923,11180,358,7734,300,0,0,4462.87179487179,"347.29828","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2494_671.1029",671.102945299845
"10637",336.30658,15.657,3572,4179,2716,2914,0,3502,2732,4699,2179,2797,2140,3529,3144,3512,3481,3990,2498,2934,3514,1966,598,2193,0,2936,1993,2365,2041,895,0,716,118,3698,0,1230,8480,4552,1501,2277,2366,274,2128,0,1730,1523,531,2222,2421,4472,399,0,739,275,228,520,1506,439,539,1646,481,1838,1451,1957,1304,358,853,1644,696,3001,929,1327,2497,848,24084,0,2245,0,361,0,2120.80769230769,"336.30658","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2494_671.1029",671.102945299845
"12004",358.30807,16.559,404,2748,1573,7404,0,5490,2050,3555,2189,8071,6750,6508,5289,4296,8340,8527,0,6568,0,4074,0,2490,0,1483,3814,4407,7774,3055,0,4878,5978,0,0,0,0,0,4419,4386,19015,126968,47740,0,36948,34197,4843,3816,10112,26293,7856,0,32644,1301,317,14049,32584,15767,0,4528,4453,1624,12660,25644,21745,0,8444,191,273,52389,45983,150921,0,0,0,0,3421,0,7840,7374,11390.5128205128,"358.30807","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2495_715.104",715.104035299845
"12657",369.29788,16.045,108154,124261,307065,187207,301,408432,152778,622266,89589,122225,108051,352021,49383,414338,307171,326270,0,262953,0,289828,0,159509,0,193098,289560,308641,147387,76081,0,14794,14993,0,0,0,0,0,228334,430045,666817,66546,195518,0,420975,398711,264711,90441,56413,94117,111330,0,58121,303569,372460,201411,249902,86061,0,164462,428522,527784,478832,523776,532334,0,460634,379209,114578,383726,46077,356230,410,0,0,0,44155,0,20090,19002,182200.756410256,"369.29788","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2495_715.104",715.104035299845
"11325",347.31616,16.05,92930,120611,299493,224895,0,553488,179423,986939,88171,118138,108254,474567,37586,571797,408197,493396,639,329571,98,440033,101,195512,118,264683,403660,400489,163639,51318,0,22282,21178,0,0,14,12,25,290348,686339,1430013,98758,315210,0,670112,671148,398529,86836,85298,159904,183142,0,76581,325904,430775,296239,361692,126481,0,126804,589663,748297,726412,767491,812209,12,706313,499294,125503,641739,70578,722721,65,172,51,0,28950,0,25528,27411,261074.08974359,"347.31616","M0","Na/H, 2x charged","M0,Na/H, 2x charged","kp2496_671.1407",671.140665299845
"10643",336.32642,16.563,57281,97416,77415,74674,0,67667,59064,70612,56672,145416,82187,81075,67364,63638,133144,149591,0,60078,487,63798,0,62421,0,46548,43547,63241,69587,81235,0,24959,27913,0,0,0,0,0,40751,38202,144711,607177,197323,0,282580,279914,30602,24703,40668,113713,40371,0,262181,24529,16365,56823,153140,75524,0,42810,38308,21926,52437,113353,82704,0,62035,21255,18733,190737,201493,866521,0,0,0,0,50166,0,30493,31616,77960.1794871795,"336.32642","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2496_671.1407",671.140665299845
"12008",358.32791,16.559,4978,5096,4651,11723,12608,6540,5776,5820,9449,1325,6079,7248,6610,6200,4805,1374,3257,6183,7137,6367,52566,5904,10894,4836,5102,6218,6081,10417,4909,0,0,15338,7255,15991,10500,27364,297,0,0,0,0,34819,0,0,368,611,0,289,0,13374,0,0,0,0,0,0,16739,0,37,0,0,501,0,13250,404,0,862,9,0,107,12709,14384,21538,112009,7925,6200,0,0,7218.37179487179,"358.32791","M0","M+H+, 2x charged","M0,M+H+, 2x charged","kp2497_715.1435",715.143465299845
